,,,,,,,,,,,,,,
LAPORAN INVENTARIS OUTLET  TAHUN 2026,,,,,,,,,,,,,,
PT GADAI SEJAHTERA INDONESIA,,,,,,,,,,,,,,
ALL OUTLET ,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
DAFTAR ASSET/INVENTARIS  ,,,,,,,,,,,,,,
No.,KODE ASET,KATEGORI,NAMA BARANG,KETERANGAN SPESIFIK BARANG,JUMLAH,HARGA PEROLEHAN / UNIT,TOTAL PEROLEHAN,WAKTU PEROLEHAN,LOKASI, KONDISI, MASA MANFAAT (TH),,,BEBAN PENYUSUTAN
636,,RTK,SARUNG BANTAL,,1,"15,000"," Rp 15,000 ",,KK,BAIK,,,,0
637,,RTK,SARUNG GULING,,,, Rp - ,,KK,,,,,0
638,,RTK,GORDEN,,,, Rp - ,,KK,,,,,0
639,,RTK,LAP KANEBO,,1,"10,000"," Rp 10,000 ",,KK,BAIK,,,,0
640,,RTK,SAPU,,2,"10,000"," Rp 20,000 ",,KK,RUSAK RINGAN BISA DIPAKAI,,,,0
641,,RTK,PEL,,1,"15,000"," Rp 15,000 ",,KK,RUSAK RINGAN BISA DIPAKAI,,,,0
642,,RTK,PENGKI/SEROKAN SAMPAH,,1,"10,000"," Rp 10,000 ",,KK,BAIK,,,,0
643,,RTK,SAPU LIDI,,1,"6,000"," Rp 6,000 ",,KK,BAIK,,,,0
644,,RTK,GANTUNGAN BAJU TEMPEL,,1,"20,000"," Rp 20,000 ",,KK,RUSAK RINGAN BISA DIPAKAI,,,,0
645,,RTK,GEMBOK,,,, Rp - ,,KK,,,,,0
646,,RTK,GEMBOK, HARDENED TOP SECURITY SOLID 50mm,11,"65,000"," Rp 715,000 ",,KK,"5 BAIK, 6 TIDAK ADA KUNCI",,,,0
647,,RTK,GEMBOK, HARDENED TOP SECURITY SOLID 40mm,1,"35,000"," Rp 35,000 ",,KK,(TIDAK ADA KUNCI),,,,0
648,,RTK,GEMBOK, ROLINSON 25 MM TOP SECURITY,1,"10,000"," Rp 10,000 ",,KK,(TIDAK ADA KUNCI),,,,0
649,,RTK,GEMBOK,,,, Rp - ,,KK,,,,,0
650,,RTK,GEMBOK BRANGKAS,,1,"25,000"," Rp 25,000 ",,KK, (TIDAK ADA KUNCI),,,,0
651,,RTK,RANTAI,,,, Rp - ,,KK,,,,,0
652,,RTK,TAS UANG, PEGE,1,"30,000"," Rp 30,000 ",,KK,BAIK,,,,0
653,,RTK,DOMPET UANG," JOYKO UK 27,5 CM X 38,5 CM",1,"10,000"," Rp 10,000 ",,KK,RUSAK RINGAN BISA DIPAKAI,,,,0
654,,RTK,DOMPET UANG, JOYKO UK 22.7 CM X 12 CM,1,"10,000"," Rp 10,000 ",,KK,RUSAK RINGAN BISA DIPAKAI,,,,0
655,,RTK,KOTAK BROSUR AKRILIK,,,, Rp - ,,KK,,,,,0
656,,RTK,KESET, KESET ANYAM,1,"8,000"," Rp 8,000 ",1/22/2026,KK,BAIK,,,,0
657,,RTK,APAR, KARA 3KG,1,"180,000"," Rp 180,000 ",6/15/2022,KK,BAIK,,,,0
658,,RTK,FILTER AIR,,1,"50,000"," Rp 50,000 ",,KK,RUSAK BERAT,,,,0
659,,RTK,AKRILIK NAME DAN INFORMASI,,1,"15,000"," Rp 15,000 ",,KK,BAIK,,,,0
660,,RTK, CERMIN BULAT KECIL,LION STAR ,1,"22,000"," Rp 22,000 ",,KK,BAIK,,,,0
661,,RTK,CERMIN TEMPEL,,1,"25,000"," Rp 25,000 ",,KK,BAIK,,,,0
662,,RTK,EMBER BEKAS CAT,,1,"15,000"," Rp 15,000 ",,KK,BAIK,,,,0
663,,RTK,SPONS CUCI PIRING,,1,"2,000"," Rp 2,000 ",,KK,BAIK,,,,0
664,,RTK,SARUNG KASUR,,1,"25,000"," Rp 25,000 ",,KK,BAIK,,,,0
665,,RTK,HANGER,,19,"2,000"," Rp 38,000 ",,KK,BAIK,,,,0
666,,RTK,SENDAL CAPIT,SWALLOW,1,"10,000"," Rp 10,000 ",,KK,BAIK,,,,0
667,,RTK,GEMBOK LEHER PANJANG,BONUCCI,1,"30,000"," Rp 30,000 ",,KK,RUSAK (TIDAK ADA KUNCI),,,,0
668,,RTK,BENDERA NKRI,,2,"10,000"," Rp 20,000 ",,KK,BAIK,,,,0
669,,RTK,KEMOCENG,,1,"10,000"," Rp 10,000 ",,KK,RUSAK RINGAN BISA DIPAKAI,,,,0
670,,RTK,MAGNET KECIL,,1,"1,260"," Rp 1,260 ",,KK,BAIK,,,,0
671,,ATK,PULPEN, JOYKO HITAM BP-338,1,"3,000"," Rp 3,000 ",,MT,BAIK,,,,0
672,,ATK,PENSIL, JOYKO P-90,1,"6,000"," Rp 6,000 ",,MT,BAIK,,,,0
673,,ATK,PENGHAPUS, JOYKO EB-30,1,"3,000"," Rp 3,000 ",,MT,BAIK,,,,0
674,,ATK,PENGGARIS, KENKO STAINLESS 30cm,1,"12,000"," Rp 12,000 ",,MT,BAIK,,,,0
675,,ATK,SERUTAN,,,, Rp - ,,MT,,,,,0
676,,ATK,TIPE X,,,, Rp - ,,MT,,,,,0
677,,ATK,STAPLER, MAX HD-10 PAT.P,1,"9,000"," Rp 9,000 ",,MT,BAIK,,,,0
678,,ATK,GUNTING,,,, Rp - ,,MT,,,,,0
679,,ATK,CUTTER,,,, Rp - ,,MT,,,,,0
680,,ATK,LEM KERTAS,,,, Rp - ,,MT,,,,,0
681,,ATK,PEMBOLONG KERTAS, JOYKO 30XL,1,"15,000"," Rp 15,000 ",,MT,BAIK,,,,0
682,,ATK,STABILO/HIGHLIGHTER, JOYKO HIJAU/PINK DAN KENKO OREN/KUNING HL-100,4,"10,000"," Rp 40,000 ",,MT,BAIK,,,,0
683,,ATK,SPIDOL, SNOWMAN HITAM PERMANENT MARKER G-12,1,"12,000"," Rp 12,000 ",,MT,BAIK,,,,0
684,,ATK,TEMPAT PENSIL, V-TEC PENCIL CUP KOTAK 804/B,1,"8,000"," Rp 8,000 ",,MT,BAIK,,,,0
685,,ATK,STEMPEL BESAR, CAP GSI,1,"30,000"," Rp 30,000 ",,MT,BAIK,,,,0
686,,ATK,STEMPEL KECIL, CAP GSI,1,"15,000"," Rp 15,000 ",,MT,BAIK,,,,0
687,,ATK,BANTEX FILE, BANTEX,1,"20,000"," Rp 20,000 ",,MT,BAIK,,,,0
688,,ATK,BINDEX FILE, BENEX LABELA,7,"20,000"," Rp 140,000 ",,MT,BAIK,,,,0
689,,ATK,BOX FILE PLASTIK, V-TECT,1,"35,000"," Rp 35,000 ",,MT,BAIK,,,,0
690,,ATK,DISPENSER LAKBAN , JOYKO TAPE ,1,"24,000"," Rp 24,000 ",,MT,BAIK,,,,0
691,,ATK,LOUPE," MAGNIFIER 30X22MM 60X12MM, SILVER",1,"35,000"," Rp 35,000 ",,MT,BAIK,,,,0
692,,ATK,BATU GOSOK EMAS,,1,"25,000"," Rp 25,000 ",,MT,BAIK,,,,0
693,,ATK,BOTOL AIR UJI EMAS EMAS,,2,"25,000"," Rp 50,000 ",,MT,BAIK,,,,0
694,,ATK,BUKU LOOKBOOK,KIKY,1,"9,000"," Rp 9,000 ",,MT,BAIK,,,,0
695,,ATK,BUKU STOK GUDANG,KIKY,1,"9,000"," Rp 9,000 ",,MT,BAIK,,,,0
696,,ATK,AKRILIK NAMA,,1,"30,000"," Rp 30,000 ",,MT,BAIK,,,,0
697,,ATK,STABILO 4 PCS,"WARNA OREN,HIJAU,KUNING,HIJAU",4,"7,000"," Rp 28,000 ",,MT,BAIK,,,,0
698,,ATK,BUKU BESAR,,2,, Rp - ,,MT,BAIK,,,,0
699,,ELEKTONIK,DVR 4C DAHUA,,,, Rp - ,,MT,,,,,0
700,,ELEKTONIK,SMART SWITCH WIFI,,,, Rp - ,,MT,,,,,0
701,,ELEKTONIK,ADAPTOR 12V 2A,,,, Rp - ,,MT,,,,,0
702,,ELEKTRONIK,LAPTOP , LP HP ELITBOOK 745 G5 AMD RYZEN 5 PRO 250OU  16GB SSD,1,"1,900,000"," Rp 1,900,000 ",,MT,BAIK,3,,,"633,333"
703,,ELEKTRONIK,TV," AOYAMA 20'' T2 DIGITAL, BLACK",1,"750,000"," Rp 750,000 ",,MT,BAIK,2,,,"375,000"
704,,ELEKTRONIK,PRINTER , EPSON L121,1,"1,500,000"," Rp 1,500,000 ",,MT,BAIK,3,,,"500,000"
705,,ELEKTRONIK,MOUSE , LOGITECH,1,"146,000"," Rp 146,000 ",,MT,BAIK,,,,0
706,,ELEKTRONIK,KEYBOARD,,,, Rp - ,,MT,,,,,0
707,,ELEKTRONIK,MONEY DETECTOR, COUNTERFEIT DETECTOR MODEL 318,1,"80,000"," Rp 80,000 ",,MT,BAIK,,,,0
708,,ELEKTRONIK,WEB CAM/CAMERA NASABAH , KNUP HD 720P KP-CW100 USB 2.0 CMOS ,1,"70,000"," Rp 70,000 ",,MT,BAIK,,,,0
709,,ELEKTRONIK,KIPAS ANGIN BESAR, SONUS,1,"100,000"," Rp 100,000 ",,MT,BAIK,,,,0
710,,ELEKTRONIK,KIPAS ANGIN KECIL, ADVANCE BF-08K 220V,1,"60,000"," Rp 60,000 ",,MT,BAIK,,,,0
711,,ELEKTRONIK,LAMPU EMERGENCY, CMOS HK-86,1,"200,000"," Rp 200,000 ",,MT,BAIK,,,,0
712,,ELEKTRONIK,ALARM EMERGENCY,,,, Rp - ,,MT,,,,,0
713,,ELEKTRONIK,CCTV, DAHUA,5,"150,000"," Rp 750,000 ",,MT,BAIK,,,,0
714,,ELEKTRONIK,CCTV, XIAOMI,1,"400,000"," Rp 400,000 ",,,BAIK,,,,0
715,,ELEKTRONIK,KALKULATOR BESAR,,,, Rp - ,,MT,,,,,0
716,,ELEKTRONIK,KALKULATOR KECIL, CASIO MX-12B,1,"40,000"," Rp 40,000 ",,MT,BAIK,,,,0
717,,ELEKTRONIK,WIFI , ZTE ZXKNV609 INDIHOME,1,"200,000"," Rp 200,000 ",,MT,BAIK,,,,0
718,,ELEKTRONIK,RICE COOKER, WELH ME WRC-1211,1,"195,000"," Rp 195,000 ",,MT,RUSAK RINGAN,,,,0
719,,ELEKTRONIK,SETRIKA, NIKO NK-3533,1,"135,000"," Rp 135,000 ",,MT,BAIK,,,,0
720,,ELEKTRONIK,REMOT SEBAGUNA , JOKER TM TV-521 TERA ,1,"20,000"," Rp 20,000 ",,MT,BAIK,,,,0
721,,ELEKTRONIK,TIMBANGAN EMAS, PROEFSSIONAL DIGITAL SCALE 2X AAA,1,"128,000"," Rp 128,000 ",,MT,BAIK,,,,0
722,,ELEKTRONIK,FLASHDISK, SANDISK CRUZER BLADE 16GB,1,"50,000"," Rp 50,000 ",,MT,BAIK,,,,0
723,,ELEKTRONIK,JAM DINDING , DIAMOND SWEEP M321-4,1,"30,000"," Rp 30,000 ",,MT,BAIK,,,,0
724,,ELEKTRONIK,HP KANTOR ,,,, Rp - ,,MT,,,,,0
725,,ELEKTRONIK,TERMINAL STOP KONTAK , UTICON ST-168 6 LUBANG,2,"20,000"," Rp 40,000 ",,MT,BAIK,,,,0
726,,ELEKTRONIK,KABEL USB ANDROID,,,, Rp - ,,MT,,,,,0
727,,ELEKTRONIK,KABEL USB IPHONE, VIVAN,1,"8,000"," Rp 8,000 ",,MT,KURANG BAIK,,,,0
728,,ELEKTRONIK,KABEL HDMI," HDTV HDMI 1,5METER",1,"45,000"," Rp 45,000 ",,MT,BAIK,,,,0
729,,ELEKTRONIK,USB HUB 7 PORT ON OFF ,PORTS USB 2.0 HING SPEED HUB,1,"57,000"," Rp 57,000 ",,MT,BAIK,,,,0
730,,FURNITURE & MEBEUL,BRANGKAS, KRISBOW,1,"50,000"," Rp 50,000 ",,MT,BAIK,,,,0
731,,FURNITURE & MEBEUL,RAK BARANG, BESI FLAT,25,"60,000"," Rp 1,500,000 ",,MT,BAIK,,,,0
732,,FURNITURE & MEBEUL,RAK BARANG, TIANG BESI ,20,"60,000"," Rp 1,200,000 ",,,BAIK,,,,0
733,,FURNITURE & MEBEUL,MEJA PELAYANAN STAFF, KAYU,2,"300,000"," Rp 600,000 ",,MT,BAIK,,,,0
734,,FURNITURE & MEBEUL,MEJA DAPUR,,,, Rp - ,,MT,,,,,0
735,,FURNITURE & MEBEUL,KURSI PELAYANAN STAFF, INFORMA,2,"100,000"," Rp 200,000 ",,MT,BAIK,,,,0
736,,FURNITURE & MEBEUL,KURSI NASABAH , IMPORA,1,"1,000,000"," Rp 1,000,000 ",,MT,BAIK,,,,0
737,,FURNITURE & MEBEUL,RANJANG TINGKAT, RANJANG,1,"500,000"," Rp 500,000 ",,MT,BAIK,,,,0
738,,FURNITURE & MEBEUL,KASUR, INOA,3,"400,000"," Rp 1,200,000 ",,MT,BAIK,,,,0
739,,FURNITURE & MEBEUL,LEMARI PAKAIAN, KAYU,4,"150,000"," Rp 600,000 ",,MT,BAIK,,,,0
740,,FURNITURE & MEBEUL,BINGKAI/FIGURA, FIGURA,7,"20,000"," Rp 140,000 ",,MT,BAIK,,,,0
741,,FURNITURE & MEBEUL,PARTISI PENYEKAT RUANGAN,,,, Rp - ,,MT,,,,,0
742,,FURNITURE & MEBEUL,TERALIS SET PINTU + PELAYANAN,,1,"1,437,500"," Rp 1,437,500 ",,MT,BAIK,8,,,"179,688"
743,,FURNITURE & MEBEUL,AKRILIK CCTV,,1,"100,000"," Rp 100,000 ",,MT,BAIK,,,,0
744,,FURNITURE & MEBEUL,SPREI,,2,"30,000"," Rp 60,000 ",,MT,BAIK,,,,0
745,,FURNITURE & MEBEUL,POMPA AIR,SHIMIZU PS-128-BIT,1,"600,000"," Rp 600,000 ",,MT,BAIK,5,,,"120,000"
746,,FURNITURE & MEBEUL,KOTAK BROSUR AKRILIK,,1,"30,000"," Rp 30,000 ",,MT,BAIK,,,,0
747,,PERALATAN PANTRY,KOMPOR, RINNAI RI -511c,1,"200,000"," Rp 200,000 ",,MT,BAIK,,,,0
748,,PERALATAN PANTRY,GAS,  BRIGHT GAS 5.5KG,2,"250,000"," Rp 500,000 ",,MT,BAIK,,,,0
749,,PERALATAN PANTRY,REGULATOR GAS, WINN GAS 300mm WC 2KG/H,1,"35,000"," Rp 35,000 ",,MT,BAIK,,,,0
750,,PERALATAN PANTRY,WAJAN, TEFAL,1,"28,000"," Rp 28,000 ",,MT,BAIK,,,,0
751,,PERALATAN PANTRY,PANCI,,,, Rp - ,,MT,,,,,0
752,,PERALATAN PANTRY,TEFLON, BOLDE,1,"35,000"," Rp 35,000 ",,MT,BAIK,,,,0
753,,PERALATAN PANTRY,SPATULA, SUTIL,1,"18,000"," Rp 18,000 ",,MT,BAIK,,,,0
754,,PERALATAN PANTRY,TIRISAN GORENGAN/SEROK LUBANG, MASPION ,3,"20,000"," Rp 60,000 ",,MT,BAIK,,,,0
755,,PERALATAN PANTRY,COBEK,,,, Rp - ,,MT,,,,,0
756,,PERALATAN PANTRY,ULEKAN ,,,, Rp - ,,MT,,,,,0
757,,PERALATAN PANTRY,PIRING , PIRING PLASTIK,4,"28,000"," Rp 112,000 ",,MT,BAIK,,,,0
758,,PERALATAN PANTRY,MANGKUK, MANGKUK AYAM JAGO,3,"30,000"," Rp 90,000 ",,MT,BAIK,,,,0
759,,PERALATAN PANTRY,SENDOK, SENDOK STANLIS,2,"6,000"," Rp 12,000 ",,MT,BAIK,,,,0
760,,PERALATAN PANTRY,GARPU,  GAU STANLIS,2,"30,000"," Rp 60,000 ",,MT,BAIK,,,,0
761,,PERALATAN PANTRY,GELAS, GELAS PLASTIK,5,"25,000"," Rp 125,000 ",,MT,BAIK,,,,0
762,,PERALATAN PANTRY,CANGKIR,,,, Rp - ,,MT,,,,,0
763,,PERALATAN PANTRY,PISAU, IDEAL,2,"17,000"," Rp 34,000 ",,MT,BAIK,,,,0
764,,PERALATAN PANTRY,PAPAN POTONG / TALENAN, PLASTIK SAMA KAYU,2,"5,000"," Rp 10,000 ",,MT,BAIK,,,,0
765,,PERALATAN PANTRY,BASKOM BESAR,,,, Rp - ,,MT,,,,,0
766,,PERALATAN PANTRY,BASKOM KECIL,,,, Rp - ,,MT,,,,,0
767,,PERALATAN PANTRY,RAK PIRING, STANLES,1,"80,000"," Rp 80,000 ",,MT,BAIK,,,,0
768,,PERALATAN PANTRY,GALON, AQUA 19L,2,"20,000"," Rp 40,000 ",,MT,BAIK,,,,0
769,,PERALATAN PANTRY,SARINGAN,,,, Rp - ,,MT,,,,,0
770,,PERALATAN PANTRY,TEKO AIR,,,, Rp - ,,MT,,,,,0
771,,PERALATAN PANTRY,NAMPAN,,,, Rp - ,,MT,,,,,0
772,,RTK,TEMPAT SAMPAH, DRAGON,4,"15,000"," Rp 60,000 ",,MT,BAIK,,,,0
773,,RTK,BANTAL, BANTAL POLOS,2,"20,000"," Rp 40,000 ",,MT,BAIK,,,,0
774,,RTK,GULING, GULING POLOS,1,"20,000"," Rp 20,000 ",,MT,BAIK,,,,0
775,,RTK,SELIMUT,,1,"30,000"," Rp 30,000 ",,MT,BAIK,,,,0
776,,RTK,EMBER, POLARIS,1,"35,000"," Rp 35,000 ",,MT,BAIK,,,,0
777,,RTK,GAYUNG, GYB,1,"10,000"," Rp 10,000 ",,MT,BAIK,,,,0
778,,RTK,SIKAT TOILET, LION,1,"10,000"," Rp 10,000 ",,MT,BAIK,,,,0
779,,RTK,SIKAT BAJU,,,, Rp - ,,MT,,,,,0
780,,RTK,SARUNG BANTAL , POLOS,2,"15,000"," Rp 30,000 ",,MT,BAIK,,,,0
781,,RTK,SARUNG GULING, POLOS,1,"15,000"," Rp 15,000 ",,MT,BAIK,,,,0
782,,RTK,GORDEN,,,, Rp - ,,MT,,,,,0
783,,RTK,LAP KANEBO,,,, Rp - ,,MT,,,,,0
784,,RTK,SAPU, DRAGON,1,"13,000"," Rp 13,000 ",,MT,BAIK,,,,0
785,,RTK,PEL, DRAGON,1,"18,000"," Rp 18,000 ",,MT,BAIK,,,,0
786,,RTK,PENGKI/SEROKAN SAMPAH, DRAGON,1,"20,000"," Rp 20,000 ",,MT,BAIK,,,,0
787,,RTK,SAPU LIDI,,,, Rp - ,,MT,,,,,0
788,,RTK,GANTUNGAN BAJU TEMPEL, MINISIO,1,"20,000"," Rp 20,000 ",,MT,BAIK,,,,0
789,,RTK,GEMBOK AMERICAN," 2 ada kunci, 2 tidak ada kunci",4,"55,000"," Rp 220,000 ",,MT,BAIK,,,,0
790,,RTK,"GEMBOK SOLID 50MM,60MM","  9 ada kunci, 6 tidak ada kunci",15,"45,000"," Rp 675,000 ",,MT,BAIK,,,,0
791,,RTK,GEMBOK ANGKA, TIDAK ADA MEREK,1,"13,000"," Rp 13,000 ",,MT,BAIK,,,,0
792,,RTK,GEMBOK BERANGKAS,,,, Rp - ,,MT,,,,,0
793,,RTK,RANTAI , DID,1,"70,000"," Rp 70,000 ",,MT,BAIK,,,,0
794,,RTK,TAS UANG, PEGE,1,"30,000"," Rp 30,000 ",,MT,BAIK,,,,0
795,,RTK,DOMPET UANG, DELI A6,1,"10,000"," Rp 10,000 ",,MT,BAIK,,,,0
796,,RTK,KOTAK BROSUR AKRILIK, STANLIS,1,"30,000"," Rp 30,000 ",,MT,BAIK,,,,0
797,,RTK,KESET,,,, Rp - ,,MT,,,,,0
798,,RTK,APAR, IKARA,2,"200,000"," Rp 400,000 ",,MT,BAIK,,,,0
799,,RTK,FILTER AIR,,,, Rp - ,,MT,,,,,0
800,,RTK,MAGNET CEK EMAS,,1,"1,260"," Rp 1,260 ",,MT,BAIK,,,,0
801,,RTK,LAMPU,PHILIPS,8,"37,000"," Rp 296,000 ",,MT,BAIK,,,,0
802,,RTK,PAYUNG,,3,"15,000"," Rp 45,000 ",,MT,BAIK,,,,0
803,,ATK,SERUTAN,COMILO DELI,1,"3,000"," Rp 3,000 ",,MT,BAIK,,,,0
804,,ELEKTRONIK,TERMINAL STOP KONTAK ,UNICON 2 LUBANG,3,"40,000"," Rp 120,000 ",,MT,BAIK,,,,0
805,,ELEKTRONIK,TERMINAL STOP KONTAK ,UNICON 4 LUBANG,1,"50,000"," Rp 50,000 ",,MT,BAIK,,,,0
806,,ATK,PULPEN, JOYKO warna hitam,1,"3,000"," Rp 3,000 ",1/27/2026,SP,BAIK,,,,0
807,,ATK,PENSIL, JOYKO warna hitam,1,"2,000"," Rp 2,000 ",,SP,BAIK,,,,0
808,,ATK,PENGHAPUS, KENKO warna hitam,1,"2,000"," Rp 2,000 ",,SP,BAIK,,,,0
809,,ATK,PENGGARIS, KENKO Seng warna abu,1,"12,000"," Rp 12,000 ",2/4/2026,SP,BAIK,,,,0
810,,ATK,SERUTAN, COMIKO,1,"3,500"," Rp 3,500 ",,SP,BAIK,,,,0
811,,ATK,TIPE X, TIDAK ADA MERK,0,, Rp - ,,SP,,,,,0
812,,ATK,STAPLER, KENKO,1,"15,000"," Rp 15,000 ",,SP,BAIK,,,,0
813,,ATK,GUNTING, JOYKO,1,"12,000"," Rp 12,000 ",,SP,BAIK,,,,0
814,,ATK,CUTTER, KENKO,1,"8,000"," Rp 8,000 ",,SP,RUSAK RINGAN BISA DIPAKAI,,,,0
815,,ATK,LEM KERTAS, UHU STIC,1,"2,000"," Rp 2,000 ",,SP,BAIK,,,,0
816,,ATK,PEMBOLONG KERTAS, JOYKO,1,"15,000"," Rp 15,000 ",,SP,BAIK,,,,0
817,,ATK,STABILO/HIGHLIGHTER, JOYKO DAN KENKO,2,"10,000"," Rp 20,000 ",,SP,BAIK,,,,0
818,,ATK,SPIDOL, TIDAK ADA MERK,0,, Rp - ,,SP,,,,,0
819,,ATK,TEMPAT PENSIL, JOYKO warna hitam,1,"15,000"," Rp 15,000 ",,SP,BAIK,,,,0
820,,ATK,STEMPEL BESAR, CAP GSI,1,"30,000"," Rp 30,000 ",,SP,BAIK,,,,0
821,,ATK,STEMPEL KECIL, CAP GSI,1,"15,000"," Rp 15,000 ",,SP,BAIK,,,,0
822,,ATK,BANTEX FILE,,,, Rp - ,,SP,,,,,0
823,,ATK,BINDEX FILE,,0,, Rp - ,,SP,,,,,0
824,,ATK,KERANJANG ATK,,0,, Rp - ,,SP,,,,,0
825,,ATK,DISPENSER LAKBAN,,0,, Rp - ,,SP,,,,,0
826,,ATK,LOUPE," MAGNIFIER 30X22MM 60X12MM, SILVER",1,"35,000"," Rp 35,000 ",,SP,BAIK,,,,0
827,,ATK,BATU GOSOK EMAS,,1,"25,000"," Rp 25,000 ",,SP,BAIK,,,,0
828,,ELEKTRONIK,LAPTOP, FUJITSU LIFEBOOK AH556 8/232GB HITAM,1,"5,000,000"," Rp 5,000,000 ",,SP,BAIK,3,,,"1,666,667"
829,,ELEKTRONIK,TV, TCL 24 INCH HITAM,1,"800,000"," Rp 800,000 ",,SP,BAIK,2,,,"400,000"
830,,ELEKTRONIK,PRINTER, HP INK TANK 115 HITAM,1,"1,200,000"," Rp 1,200,000 ",,SP,BAIK,3,,,"400,000"
831,,ELEKTRONIK,MOUSE, RTM 019 HITAM,1,"30,000"," Rp 30,000 ",,SP,RUSAK RINGAN BISA DIPAKAI,,,,0
832,,ELEKTRONIK,KEYBOARD,,0,, Rp - ,,SP,-,,,,0
833,,ELEKTRONIK,MONEY DETECTOR, COUNTERFEIT DETECTOR MODEL 318,1,"80,000"," Rp 80,000 ",,SP,BAIK,,,,0
834,,ELEKTRONIK,WEB CAM/CAMERA NASABAH, KNUP HD 720P KP-CW100 USB 2.0 CMOS ,1,"70,000"," Rp 70,000 ",,SP,BAIK,,,,0
835,,ELEKTRONIK,KIPAS ANGIN BESAR, COSMOS 12DS,1,"200,000"," Rp 200,000 ",,SP,BAIK,,,,0
836,,ELEKTRONIK,KIPAS ANGIN BESAR, AOYAMA bunga,1,"200,000"," Rp 200,000 ",,SP,,,,,0
837,,ELEKTRONIK,KIPAS ANGIN KECIL,,0,, Rp - ,,SP,-,,,,0
838,,ELEKTRONIK,LAMPU EMERGENCY, CMOS HK-86,1,"200,000"," Rp 200,000 ",,SP,RUSAK RINGAN BISA DIPAKAI,,,,0
839,,ELEKTRONIK,ALARM EMERGENCY, TIDAK ADA MERK,1,"200,000"," Rp 200,000 ",,SP,BAIK,,,,0
840,,ELEKTRONIK,CCTV," XIAOMI 360, BLACK WHITE",1,"400,000"," Rp 400,000 ",,SP,BAIK,,,,0
841,,ELEKTRONIK,KALKULATOR BESAR,,0,, Rp - ,,SP,-,,,,0
842,,ELEKTRONIK,KALKULATOR KECIL, CITIZEN 12-DIGIT SDC-812NR ,1,"25,000"," Rp 25,000 ",,SP,BAIK,,,,0
843,,ELEKTRONIK,WIFI, ZTE ZXKNV609 INDIHOME,1,"200,000"," Rp 200,000 ",,SP,BAIK,,,,0
844,,ELEKTRONIK,RICE COOKER,   NIKO  warna pink putih,1,"250,000"," Rp 250,000 ",,SP,BAIK,,,,0
845,,ELEKTRONIK,SETRIKA, MASPION,1,"150,000"," Rp 150,000 ",,SP,BAIK,,,,0
846,,ELEKTRONIK,REMOT SEBAGUNA, TCL HITAM,1,"75,000"," Rp 75,000 ",,SP,BAIK,,,,0
847,,ELEKTRONIK,TIMBANGAN EMAS, SUPERIOR MINI DIGITAL,1,"175,000"," Rp 175,000 ",,SP,BAIK,,,,0
848,,ELEKTRONIK,FLASHDISK, SANDISK CRUZER BLADE 16GB ,1,"25,000"," Rp 25,000 ",,SP,BAIK,,,,0
849,,ELEKTRONIK,JAM DINDING,,0,, Rp - ,,SP,-,,,,0
850,,ELEKTRONIK,HP KANTOR,,0,, Rp - ,,SP,-,,,,0
851,,ELEKTRONIK,TERMINAL STOP KONTAK, CAHAYA DAN UTICON warna putih,3,"20,000"," Rp 60,000 ",,SP,BAIK,,,,0
852,,ELEKTRONIK,KABEL USB ANDROID,,0,, Rp - ,,SP,-,,,,0
853,,ELEKTRONIK,KABEL USB IPHONE, OLIKE,1,"45,000"," Rp 45,000 ",,SP,BAIK,,,,0
854,,ELEKTRONIK,KABEL HDMI, HDMI,1,"25,000"," Rp 25,000 ",,SP,BAIK,,,,0
855,,ELEKTRONIK,LAMPU,TIDAK ADA MERK,8,"80,000"," Rp 640,000 ",,SP,BAIK,,,,0
856,,FURNITURE & MEBEUL,BRANGKAS, KRISBOW,1,"1,200,000"," Rp 1,200,000 ",,SP,BAIK,8,,,"150,000"
857,,FURNITURE & MEBEUL,MEJA PELAYANAN STAFF, TIDAK ADA MERK,1,"300,000"," Rp 300,000 ",,SP,BAIK,,,,0
858,,FURNITURE & MEBEUL,MEJA DAPUR, TIDAK ADA MERK,0,, Rp - ,,SP,,,,,0
859,,FURNITURE & MEBEUL,KURSI PELAYANAN STAFF, KURSI BESI DAN TABITHA,2,"100,000"," Rp 200,000 ",,SP,BAIK,,,,0
860,,FURNITURE & MEBEUL,KURSI NASABAH, TIDAK ADA MERK,0,, Rp - ,,SP,,,,,0
861,,FURNITURE & MEBEUL,RANJANG TINGKAT, TIDAK ADA MERK,0,, Rp - ,,SP,,,,,0
862,,FURNITURE & MEBEUL,KASUR, TIDAK ADA MERK,0,, Rp - ,,SP,,,,,0
863,,FURNITURE & MEBEUL,LEMARI PAKAIAN, TIDAK ADA MERK,0,, Rp - ,,SP,,,,,0
864,,FURNITURE & MEBEUL,BINGKAI/FIGURA, TIDAK ADA MERK,3,"20,000"," Rp 60,000 ",,SP,BAIK,,,,0
865,,FURNITURE & MEBEUL,PARTISI PENYEKAT RUANGAN, TIDAK ADA MERK,0,, Rp - ,,SP,,,,,0
866,,FURNITURE & MEBEUL,TERALIS SET PINTU + PELAYANAN, TIDAK ADA MERK,1,"2,193,750"," Rp 2,193,750 ",,SP,,8,,,"274,219"
