,,,,,,,,,,,,,,
LAPORAN INVENTARIS OUTLET  TAHUN 2026,,,,,,,,,,,,,,
PT GADAI SEJAHTERA INDONESIA,,,,,,,,,,,,,,
ALL OUTLET ,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
DAFTAR ASSET/INVENTARIS  ,,,,,,,,,,,,,,
No.,KODE ASET,KATEGORI,NAMA BARANG,KETERANGAN SPESIFIK BARANG,JUMLAH,HARGA PEROLEHAN / UNIT,TOTAL PEROLEHAN,WAKTU PEROLEHAN,LOKASI, KONDISI, MASA MANFAAT (TH),,,BEBAN PENYUSUTAN
1511,,ATK,SERUTAN,  ,,, Rp - ,,BS,,,,,0
1512,,ATK,TIPE X,  ,,, Rp - ,,BS,,,,,0
1513,,ATK,STAPLER,  ,,, Rp - ,,BS,,,,,0
1514,,ATK,GUNTING, KENKO,1,"12,000"," Rp 12,000 ",,BS,,,,,0
1515,,ATK,CUTTER,  ,,, Rp - ,,BS,,,,,0
1516,,ATK,LEM KERTAS,  ,,, Rp - ,,BS,,,,,0
1517,,ATK,PEMBOLONG KERTAS,  ,,, Rp - ,,BS,,,,,0
1518,,ATK,STABILO/HIGHLIGHTER, ZRM HIGHLIGHTER,2,"10,000"," Rp 20,000 ",,BS,,,,,0
1519,,ATK,SPIDOL, SNOWMAN,1,"10,000"," Rp 10,000 ",,BS,,,,,0
1520,,ATK,TEMPAT PENSIL, HAWAI,1,"8,000"," Rp 8,000 ",,BS,,,,,0
1521,,ATK,STEMPEL BESAR,  ,,, Rp - ,,BS,BAIK,,,,0
1522,,ATK,STEMPEL KECIL,  ,,, Rp - ,,BS,BAIK,,,,0
1523,,ATK,BANTEX FILE,  ,,, Rp - ,,BS,,,,,0
1524,,ATK,BINDEX FILE,  ,,, Rp - ,,BS,,,,,0
1525,,ATK,KERANJANG ATK,  ,,, Rp - ,,BS,,,,,0
1526,,ATK,DISPENSER LAKBAN , JOYKO,1,"24,000"," Rp 24,000 ",,BS,,,,,0
1527,,ATK,LOUPE,  ,,, Rp - ,,BS,,,,,0
1528,,ATK,BATU GOSOK EMAS,  ,,, Rp - ,,BS,,,,,0
1529,,ATK,MAGNET,,1,"1,260"," Rp 1,260 ",,BS,,,,,0
1530,,ATK,BOTOL AIR UJI EMAS,,,, Rp - ,,BS,,,,,0
1531,,ATK,STEMPEL BESAR,CAP GE BESAR,1,"50,000"," Rp 50,000 ",,BS,,,,,0
1532,,ATK,GEMBOK,SOLID 50MM,2,"100,000"," Rp 200,000 ",,BS,,,,,0
1533,,ATK,GEMBOK,AMERICAN ,2,"300,000"," Rp 600,000 ",,BS,,,,,0
1534,,ELEKTRONIK,LAPTOP , ASUSTEK COMPUTER INC INTEL R CORE TM I79750 CPU 8/16 GB,1,"8,000,000"," Rp 8,000,000 ",,BS,BAIK,3,,,"2,666,667"
1535,,ELEKTRONIK,TV," AOYAMA 20'' T2 DIGITAL, BLACK",1,"750,000"," Rp 750,000 ",,BS,BAIK,2,,,"375,000"
1536,,ELEKTRONIK,PRINTER , EPSON L121,1,"1,500,000"," Rp 1,500,000 ",,BS,BAIK,3,,,"500,000"
1537,,ELEKTRONIK,MOUSE , CROWN,1,"25,000"," Rp 25,000 ",,BS,"SEDIKIT RUSAK,BISA DIPAKAI",,,,0
1538,,ELEKTRONIK,KEYBOARD,  ,,, Rp - ,,BS,BAIK,,,,0
1539,,ELEKTRONIK,MONEY DETECTOR, COUNTERFEIT DETECTOR MODEL 318,1,"80,000"," Rp 80,000 ",,BS,BAIK,,,,0
1540,,ELEKTRONIK,WEB CAM/CAMERA NASABAH ,  KNUP HD 720P KPCW100 USB 2.0 CMOS ,1,"70,000"," Rp 70,000 ",,BS,"SEDIKIT RUSAK,BISA DIPAKAI",,,,0
1541,,ELEKTRONIK,KIPAS ANGIN BESAR,  ,,, Rp - ,,BS,BAIK,,,,0
1542,,ELEKTRONIK,KIPAS ANGIN KECIL, COSMOS 12DS,1,"200,000"," Rp 200,000 ",,BS,BAIK,,,,0
1543,,ELEKTRONIK,LAMPU EMERGENCY, ,,, Rp - ,,BS,BAIK,,,,0
1544,,ELEKTRONIK,ALARM EMERGENCY,  MS190,1,"200,000"," Rp 200,000 ",,BS,-,,,,0
1545,,ELEKTRONIK,CCTV, DAHUA,3,"150,000"," Rp 450,000 ",,BS,BAIK,,,,0
1546,,ELEKTRONIK,KALKULATOR BESAR,  ,,, Rp - ,,BS,BAIK,,,,0
1547,,ELEKTRONIK,KALKULATOR KECIL,  CASIO MX12 B ,1,"50,000"," Rp 50,000 ",,BS,BAIK,,,,0
1548,,ELEKTRONIK,WIFI , ZTE INDIHOME HG6145F,1,"200,000"," Rp 200,000 ",,BS,BAIK,,,,0
1549,,ELEKTRONIK,RICE COOKER, MIYAKO,1,"180,000"," Rp 180,000 ",,BS,BAIK,,,,0
1550,,ELEKTRONIK,SETRIKA,  ,,, Rp - ,,BS,-,,,,0
1551,,ELEKTRONIK,REMOT SEBAGUNA ,  ,,, Rp - ,,BS,"SEDIKIT RUSAK,TDK ADA BATRAI",,,,0
1552,,ELEKTRONIK,TIMBANGAN EMAS,  ,,, Rp - ,,BS,-,,,,0
1553,,ELEKTRONIK,FLASHDISK, SANDISK CRUZER BLADE 16GB ,1,"50,000"," Rp 50,000 ",,BS,BAIK,,,,0
1554,,ELEKTRONIK,JAM DINDING ,  ,,, Rp - ,,BS,-,,,,0
1555,,ELEKTRONIK,HP KANTOR ,  ,,, Rp - ,,BS,-,,,,0
1556,,ELEKTRONIK,TERMINAL STOP KONTAK , DEXTA 6 LUBANG DAN 4 LUBANG,2,"20,000"," Rp 40,000 ",,BS,BAIK,,,,0
1557,,ELEKTRONIK,KABEL USB ANDROID,  ,,, Rp - ,,BS,BAIK,,,,0
1558,,ELEKTRONIK,KABEL USB IPHONE,  ,,, Rp - ,,BS,-,,,,0
1559,,ELEKTRONIK,KABEL HDMI,  ,,, Rp - ,,BS,BAIK,,,,0
1560,,ELEKTRONIK,LAMPU,LUBY,4,"9,000"," Rp 36,000 ",,BS,BAIK,,,,0
1561,,ELEKTRONIK,AKRILIK CCTV,,,0, Rp - ,,BS,,,,,0
1562,,ELEKTRONIK,DVR 4C DAHUA,,,, Rp - ,,BS,,,,,0
1563,,ELEKTRONIK,SMART SWITCH WIFI,,,, Rp - ,,BS,,,,,0
1564,,ELEKTRONIK,ADAPTOR 12V 2A,,,, Rp - ,,BS,,,,,0
1565,,ELEKTRONIK,CCTV,"XIAOMI 360, BLACK WHITE",1,"400,000"," Rp 400,000 ",,BS,,,,,0
1566,,FURNITURE & MEBEUL,BRANGKAS, KRISBOW,1,"300,000"," Rp 300,000 ",,BS,,,,,0
1567,,FURNITURE & MEBEUL,RAK BARANG, TIANG BESI,8,"60,000"," Rp 480,000 ",,BS,BAIK,,,,0
1568,,FURNITURE & MEBEUL,RAK BARANG, BESI FLAT,,"60,000",,,,,,,,0
1569,,FURNITURE & MEBEUL,RAK BARANG, SIKU ,,"10,000",,,,,,,,0
1570,,FURNITURE & MEBEUL,MEJA PELAYANAN STAFF, NO MERK,1,"300,000"," Rp 300,000 ",,BS,BAIK,,,,0
1571,,FURNITURE & MEBEUL,MEJA DAPUR, NO MERK,1,"300,000"," Rp 300,000 ",,BS,,,,,0
1572,,FURNITURE & MEBEUL,KURSI PELAYANAN STAFF, NO MERK,1,"100,000"," Rp 100,000 ",,BS,BAIK,,,,0
1573,,FURNITURE & MEBEUL,KURSI NASABAH , NO MERK,1,"1,000,000"," Rp 1,000,000 ",,BS,BAIK,,,,0
1574,,FURNITURE & MEBEUL,RANJANG TINGKAT,  ,,, Rp - ,,BS,,,,,0
1575,,FURNITURE & MEBEUL,KASUR, BUSA,1,"130,000"," Rp 130,000 ",,BS,BAIK,,,,0
1576,,FURNITURE & MEBEUL,LEMARI PAKAIAN, LEMARI KAYU,1,"150,000"," Rp 150,000 ",,BS,BAIK,,,,0
1577,,FURNITURE & MEBEUL,BINGKAI/FIGURA,  ,,, Rp - ,,BS,-,,,,0
1578,,FURNITURE & MEBEUL,PARTISI PENYEKAT RUANGAN,  ,,, Rp - ,,BS,,,,,0
1579,,FURNITURE & MEBEUL,TERALIS SET PINTU + PELAYANAN, NO MERK,1,"500,000"," Rp 500,000 ",,BS,BAIK,,,,0
1580,,PERALATAN PANTRY,KOMPOR, MIYAKO,1,"150,000"," Rp 150,000 ",,BS,,,,,0
1581,,PERALATAN PANTRY,GAS, LPG 3 KG ,1,"198,000"," Rp 198,000 ",,BS,BAIK,,,,0
1582,,PERALATAN PANTRY,REGULATOR GAS, PROPANE BUTANE,1,"45,000"," Rp 45,000 ",,BS,BAIK,,,,0
1583,,PERALATAN PANTRY,WAJAN,  ,,, Rp - ,,BS,-,,,,0
1584,,PERALATAN PANTRY,PANCI, NO MERK ,1,"20,000"," Rp 20,000 ",,BS,BAIK,,,,0
1585,,PERALATAN PANTRY,TEFLON,  ,,, Rp - ,,BS,,,,,0
1586,,PERALATAN PANTRY,SPATULA,  ,,, Rp - ,,BS,,,,,0
1587,,PERALATAN PANTRY,TIRISAN GORENGAN/SEROK LUBANG,  ,,, Rp - ,,BS,,,,,0
1588,,PERALATAN PANTRY,COBEK,  ,,, Rp - ,,BS,BAIK,,,,0
1589,,PERALATAN PANTRY,ULEKAN ,  ,,, Rp - ,,BS,BAIK,,,,0
1590,,PERALATAN PANTRY,PIRING , NO MERK ,2,"20,000"," Rp 40,000 ",,BS,BAIK,,,,0
1591,,PERALATAN PANTRY,MANGKUK, NO MERK ,1,"20,000"," Rp 20,000 ",,BS,-,,,,0
1592,,PERALATAN PANTRY,SENDOK,  ,,, Rp - ,,BS,-,,,,0
1593,,PERALATAN PANTRY,GAU, NO MERK ,1,"5,000"," Rp 5,000 ",,BS,,,,,0
1594,,PERALATAN PANTRY,GELAS, NO MERK ,3,"2,000"," Rp 6,000 ",,BS,BAIK,,,,0
1595,,PERALATAN PANTRY,CANGKIR, NO MERK ,2,"2,000"," Rp 4,000 ",,BS,,,,,0
1596,,PERALATAN PANTRY,PISAU, NO MERK ,1,"8,000"," Rp 8,000 ",,BS,,,,,0
1597,,PERALATAN PANTRY,PAPAN POTONG / TALENAN,  ,,, Rp - ,,BS,,,,,0
1598,,PERALATAN PANTRY,BASKOM BESAR,  ,,, Rp - ,,BS,,,,,0
1599,,PERALATAN PANTRY,BASKOM KECIL,  ,,, Rp - ,,BS,,,,,0
1600,,PERALATAN PANTRY,RAK PIRING, NO MERK ,1,"140,000"," Rp 140,000 ",,BS,,,,,0
1601,,PERALATAN PANTRY,GALON, AQUA,1,"20,000"," Rp 20,000 ",,BS,BAIK,,,,0
1602,,PERALATAN PANTRY,SARINGAN,  ,,, Rp - ,,BS,,,,,0
1603,,PERALATAN PANTRY,TEKO AIR,  ,,, Rp - ,,BS,,,,,0
1604,,PERALATAN PANTRY,NAMPAN,  ,,, Rp - ,,BS,,,,,0
1605,,RTK,TEMPAT SAMPAH, NAGATA,1,"5,000"," Rp 5,000 ",,BS,,,,,0
1606,,RTK,BANTAL, NO MERK,1,"20,000"," Rp 20,000 ",,BS,,,,,0
1607,,RTK,GULING,  ,,, Rp - ,,BS,,,,,0
1608,,RTK,SELIMUT,  ,,, Rp - ,,BS,,,,,0
1609,,RTK,EMBER, NO MERK,3,"20,000"," Rp 60,000 ",,BS,,,,,0
1610,,RTK,GAYUNG, NO MERK,1,"10,000"," Rp 10,000 ",,BS,,,,,0
1611,,RTK,SIKAT TOILET, NO MERK,1,"10,000"," Rp 10,000 ",,BS,,,,,0
1612,,RTK,SIKAT BAJU, NO MERK,1,"10,000"," Rp 10,000 ",,BS,,,,,0
1613,,RTK,SARUNG BANTAL , NO MERK,1,"15,000"," Rp 15,000 ",,BS,,,,,0
1614,,RTK,SARUNG GULING,  ,,, Rp - ,,BS,,,,,0
1615,,RTK,GORDEN,  ,,, Rp - ,,BS,,,,,0
1616,,RTK,LAP KANEBO,  ,,, Rp - ,,BS,,,,,0
1617,,RTK,SAPU, NO MERK,2,"15,000"," Rp 30,000 ",,BS,,,,,0
1618,,RTK,PEL,  ,,, Rp - ,,BS,,,,,0
1619,,RTK,PENGKI/SEROKAN SAMPAH, NO MERK,1,"9,500"," Rp 9,500 ",,BS,,,,,0
1620,,RTK,SAPU LIDI,  ,,, Rp - ,,BS,,,,,0
1621,,RTK,GANTUNGAN BAJU TEMPEL,  ,,, Rp - ,,BS,,,,,0
1622,,RTK,GEMBOK BESAR, SOLID,2,"50,000"," Rp 100,000 ",,BS,,,,,0
1623,,RTK,GEMBOK KECIL, SOLID,2,"20,000"," Rp 40,000 ",,BS,,,,,0
1624,,RTK,GEMBOK ANGKA, NO MERK,1,"25,000"," Rp 25,000 ",,BS,,,,,0
1625,,RTK,GEMBOK BRANGKAS,  ,,, Rp - ,,BS,,,,,0
1626,,RTK,RANTAI ,  ,,, Rp - ,,BS,,,,,0
1627,,RTK,TAS UANG, PEGE,1,"30,000"," Rp 30,000 ",,BS,,,,,0
1628,,RTK,DOMPET UANG, JOYKO,1,"10,000"," Rp 10,000 ",,BS,,,,,0
1629,,RTK,KOTAK BROSUR AKRILIK, NO MERK,1,"30,000"," Rp 30,000 ",,BS,,,,,0
1630,,RTK,KESET, WELCOME,1,"10,000"," Rp 10,000 ",,BS,,,,,0
1631,,RTK,APAR,  ,,, Rp - ,,BS,,,,,0
1632,,RTK,FILTER AIR,  ,,, Rp - ,,BS,,,,,0
1633,,RTK,TAS UANG,,,, Rp - ,,BS,,,,,0
1634,,RTK,POMPA KARET DRAGON,,,"23,000", Rp - ,,BS,,,,,0
1635,,ATK,PULPEN,STANDARD,2,"6,000"," Rp 12,000 ",,KC,BAIK,,,,0
1636,,ATK,PENSIL,2B,2,"6,000"," Rp 12,000 ",,KC,BAIK,,,,0
1637,,ATK,PENGHAPUS,JOYKO,1,"3,000"," Rp 3,000 ",,KC,BAIK,,,,0
1638,,ATK,PENGGARIS,JOYKO,1,"5,000"," Rp 5,000 ",,KC,BAIK,,,,0
1639,,ATK,SERUTAN,,,, Rp - ,,KC,-,,,,0
1640,,ATK,TIPE X,JOYKO,1,"6,000"," Rp 6,000 ",,KC,BAIK,,,,0
1641,,ATK,STAPLER,MAX HD-10,1,"9,000"," Rp 9,000 ",,KC,KURANG BAIK,,,,0
1642,,ATK,GUNTING,,,, Rp - ,,KC,-,,,,0
1643,,ATK,CUTTER,,,, Rp - ,,KC,-,,,,0
1644,,ATK,LEM KERTAS,JOYKO,1,"2,000"," Rp 2,000 ",,KC,BAIK,,,,0
1645,,ATK,PEMBOLONG KERTAS,KANGARO ,1,"15,000"," Rp 15,000 ",,KC,BAIK,,,,0
1646,,ATK,STABILO/HIGHLIGHTER,KENKO HIJAU&ORANGE,2,"10,000"," Rp 20,000 ",,KC,BAIK,,,,0
1647,,ATK,SPIDOL,SOWNMAN MERAH&HITAM,2,, Rp - ,,KC,-,,,,0
1648,,ATK,TEMPAT PENSIL,ASVITA PLASTIK,1,"3,000"," Rp 3,000 ",,KC,BAIK,,,,0
1649,,ATK,STEMPEL BESAR,CAP GSI,1,"30,000"," Rp 30,000 ",,KC,BAIK,,,,0
1650,,ATK,STEMPEL KECIL,CAP GSI,1,"15,000"," Rp 15,000 ",,KC,BAIK,,,,0
1651,,ATK,BANTEX FILE,,,, Rp - ,,KC,-,,,,0
1652,,ATK,BINDEX FILE,BINDEX,1,"20,000"," Rp 20,000 ",,KC,BAIK,,,,0
1653,,ATK,KERANJANG ATK,NO BRAND,1,"6,000"," Rp 6,000 ",,KC,BAIK,,,,0
1654,,ATK,DISPENSER LAKBAN ,JOYKO,1,"24,000"," Rp 24,000 ",,KC,,,,,0
1655,,ATK,LOUPE,"MAGNIFIER 30X22MM 60X12MM, SILVER",1,"35,000"," Rp 35,000 ",,KC,BAIK,,,,0
1656,,ATK,BATU GOSOK EMAS,,1,"25,000"," Rp 25,000 ",,KC,BAIK,,,,0
1657,,ATK,BOTOL AIR UJI EMAS,,2,"25,000"," Rp 50,000 ",,KC,,,,,0
1658,,ATK,MAGNET BATANG,,1,"1,268"," Rp 1,268 ",,KC,,,,,0
1659,,ELEKTRONIK,LAPTOP ,LAPTOP 14-EM0034AU AMD RYZEN 5 7520U WITH RADEON GRAPHICS RAM 8 GB SSD 2024 BLACK,1,"4,000,000"," Rp 4,000,000 ",,KC,BAIK,3,,,"1,333,333"
1660,,ELEKTRONIK,TV,"AOYAMA 20'' T2 DIGITAL, BLACK",1,"750,000"," Rp 750,000 ",,KC,KURANG BAIK,2,,,"375,000"
1661,,ELEKTRONIK,PRINTER ,HP INK TANK 115 ,1,"1,500,000"," Rp 1,500,000 ",,KC,BAIK,3,,,"500,000"
1662,,ELEKTRONIK,MOUSE ,MTECH ,1,"20,000"," Rp 20,000 ",,KC,LUMAYAN BAIK,,,,0
1663,,ELEKTRONIK,KEYBOARD,,,, Rp - ,,KC,-,,,,0
1664,,ELEKTRONIK,MONEY DETECTOR,COUNTERFEIT DETECTOR MODEL 318,1,"80,000"," Rp 80,000 ",,KC,KURANG BAIK,,,,0
1665,,ELEKTRONIK,WEB CAM/CAMERA NASABAH ,KNUP HD 720P KP-CW100 USB 2.0 CMOS ,1,"70,000"," Rp 70,000 ",,KC,-,,,,0
1666,,ELEKTRONIK,KIPAS ANGIN BESAR,COSMOS 12DS,1,"200,000"," Rp 200,000 ",,KC,BAIK,,,,0
1667,,ELEKTRONIK,KIPAS ANGIN KECIL,CARSLAN,1,"120,000"," Rp 120,000 ",,KC,BAIK,,,,0
1668,,ELEKTRONIK,LAMPU EMERGENCY,CMOS HK-86,1,"150,000"," Rp 150,000 ",,KC,RUSAK,,,,0
1669,,ELEKTRONIK,ALARM EMERGENCY,YAHAGI,1,"200,000"," Rp 200,000 ",,KC,BAIK,,,,0
1670,,ELEKTRONIK,CCTV,DAHUA,5,"150,000"," Rp 750,000 ",,KC,BAIK,,,,0
1671,,ELEKTRONIK,CCTV,XIAOMI,1,"400,000"," Rp 400,000 ",,,,,,,0
1672,,ELEKTRONIK,KALKULATOR BESAR,,,, Rp - ,,KC,,,,,0
1673,,ELEKTRONIK,KALKULATOR KECIL,CITIZEN 12-DIGIT SDC-812NR ,1,"25,000"," Rp 25,000 ",,KC,,,,,0
1674,,ELEKTRONIK,WIFI ,,1,"200,000"," Rp 200,000 ",,KC,,,,,0
1675,,ELEKTRONIK,RICE COOKER,MIYAKO,1,"165,000"," Rp 165,000 ",,KC,,,,,0
1676,,ELEKTRONIK,SETRIKA,MASPION,1,"140,000"," Rp 140,000 ",,KC,,,,,0
1677,,ELEKTRONIK,REMOT SEBAGUNA ,JOKER TM TV-521 TERA ,1,"20,000"," Rp 20,000 ",,KC,BAIK,,,,0
1678,,ELEKTRONIK,TIMBANGAN EMAS,KOVA,2,"53,000"," Rp 106,000 ",,KC,KURANG BAIK,,,,0
1679,,ELEKTRONIK,FLASHDISK,SANDISK CRUZER BLADE 8GB ,1,"30,000"," Rp 30,000 ",,KC,BAIK,,,,0
1680,,ELEKTRONIK,JAM DINDING ,PIORUS,1,"55,000"," Rp 55,000 ",,KC,BAIK,,,,0
1681,,ELEKTRONIK,HP KANTOR ,,0,, Rp - ,,KC,,,,,0
1682,,ELEKTRONIK,TERMINAL STOP KONTAK ,UTICON,1,"200,000"," Rp 200,000 ",,KC,BAIK,,,,0
1683,,ELEKTRONIK,KABEL USB ANDROID,,,, Rp - ,,KC,,,,,0
1684,,ELEKTRONIK,KABEL USB IPHONE,,,, Rp - ,,KC,,,,,0
1685,,ELEKTRONIK,KABEL HDMI,,1,"20,000"," Rp 20,000 ",,KC,BAIK,,,,0
1686,,ELEKTRONIK,LAMPU,,7,"15,000"," Rp 105,000 ",,KC,BAIK,,,,0
1687,,ELEKTRONIK,TERMINAL 4 LUBANG,,3,"20,000"," Rp 60,000 ",,KC,BAIK,,,,0
1688,,ELEKTRONIK,TERMINAL 1 LUBANG,,2,"10,000"," Rp 20,000 ",,KC,BAIK,,,,0
1689,,ELEKTRONIK,LAMPU SOROT,,3,"30,000"," Rp 90,000 ",,KC,BAIK,,,,0
1690,,ELEKTRONIK,ADAPTOR JARINGA AC DC,,1,"10,000"," Rp 10,000 ",,KC,BAIK,,,,0
1691,,ELEKTRONIK,DVR ALHUA 5MP,,1,"300,000"," Rp 300,000 ",,KC,BAIK,,,,0
1692,,ELEKTRONIK,SWITCHING POWER SUPPLY,,2,"50,000"," Rp 100,000 ",,KC,BAIK,,,,0
1693,,ELEKTRONIK,MODUL ON/OFF WIFI SMART SWITCH,,2,"50,000"," Rp 100,000 ",,KC,BAIK,,,,0
1694,,FURNITURE & MEBEUL,BRANGKAS,KRISBOW,1,"360,000"," Rp 360,000 ",,KC,,,,,0
1695,,FURNITURE & MEBEUL,MEJA PELAYANAN STAFF,,2,"300,000"," Rp 600,000 ",,KC,BAIK,,,,0
1696,,FURNITURE & MEBEUL,MEJA DAPUR,,2,"300,000"," Rp 600,000 ",,KC,BAIK,,,,0
1697,,FURNITURE & MEBEUL,KURSI PELAYANAN STAFF,,2,"100,000"," Rp 200,000 ",,KC,KURANG BAIK,,,,0
1698,,FURNITURE & MEBEUL,KURSI NASABAH ,,1,"1,000,000"," Rp 1,000,000 ",,KC,KURANG BAIK,,,,0
1699,,FURNITURE & MEBEUL,RANJANG TINGKAT,,1,"500,000"," Rp 500,000 ",,KC,BAIK,,,,0
1700,,FURNITURE & MEBEUL,KASUR,,2,"100,000"," Rp 200,000 ",,KC,KURANG BAIK,,,,0
1701,,FURNITURE & MEBEUL,LEMARI PAKAIAN,,3,"100,000"," Rp 300,000 ",,KC,KURANG BAIK,,,,0
1702,,FURNITURE & MEBEUL,BINGKAI/FIGURA,,3,"20,000"," Rp 60,000 ",,KC,BAIK,,,,0
1703,,FURNITURE & MEBEUL,PARTISI PENYEKAT RUANGAN,,,, Rp - ,,KC,-,,,,0
1704,,FURNITURE & MEBEUL,TERALIS SET PINTU + PELAYANAN,,1,, Rp - ,,KC,BAIK,,,,0
1705,,FURNITURE & MEBEUL,RAK BESI,TIANG BESI ,16,"60,000"," Rp 960,000 ",,KC,BAIK,,,,0
1706,,FURNITURE & MEBEUL,RAK BESI,SIKU BESI,16,"10,000"," Rp 160,000 ",,KC,BAIK,,,,0
1707,,FURNITURE & MEBEUL,RAK BESI,BESI PLAT (AMBALAN),20,"60,000"," Rp 1,200,000 ",,KC,BAIK,,,,0
1708,,FURNITURE & MEBEUL,TRALIS BESI JENDELA ,,2,, Rp - ,,KC,BAIK,,,,0
1709,,FURNITURE & MEBEUL,TRALIS BESI PINTU ,,2,, Rp - ,,KC,BAIK,,,,0
1710,,FURNITURE & MEBEUL,PINTU GUDANG,,1,, Rp - ,,KC,BAIK,,,,0
1711,,FURNITURE & MEBEUL,POMPA AIR ,SHIMIZU,1,, Rp - ,,KC,,,,,0
1712,,PERALATAN PANTRY,KOMPOR,RINNAI RI -511C,1,"200,000"," Rp 200,000 ",,KC,"BAIK, NYALA",,,,0
1713,,PERALATAN PANTRY,GAS,LPG 3KG,1,"150,000"," Rp 150,000 ",,KC,BAIK,,,,0
1714,,PERALATAN PANTRY,REGULATOR GAS,QUANTUM,1,"60,000"," Rp 60,000 ",,KC,BAIK,,,,0
1715,,PERALATAN PANTRY,WAJAN,,2,"30,000"," Rp 60,000 ",,KC,BAIK,,,,0
1716,,PERALATAN PANTRY,PANCI,,1,"20,000"," Rp 20,000 ",,KC,KURANG BAIK,,,,0
1717,,PERALATAN PANTRY,TEFLON,,,, Rp - ,,KC,-,,,,0
1718,,PERALATAN PANTRY,SPATULA,,2,"10,000"," Rp 20,000 ",,KC,BAIK,,,,0
1719,,PERALATAN PANTRY,TIRISAN GORENGAN/SEROK LUBANG,,2,"20,000"," Rp 40,000 ",,KC,-,,,,0
1720,,PERALATAN PANTRY,COBEK,,,, Rp - ,,KC,-,,,,0
1721,,PERALATAN PANTRY,ULEKAN ,,,, Rp - ,,KC,-,,,,0
1722,,PERALATAN PANTRY,PIRING ,,6,"15,000"," Rp 90,000 ",,KC,BAIK,,,,0
1723,,PERALATAN PANTRY,MANGKUK,,4,"15,000"," Rp 60,000 ",,KC,,,,,0
1724,,PERALATAN PANTRY,SENDOK,,4,"5,000"," Rp 20,000 ",,KC,BAIK,,,,0
1725,,PERALATAN PANTRY,GAU,,3,"5,000"," Rp 15,000 ",,KC,BAIK,,,,0
1726,,PERALATAN PANTRY,GELAS,,1,"15,000"," Rp 15,000 ",,KC,BAIK,,,,0
1727,,PERALATAN PANTRY,CANGKIR,,2,"10,000"," Rp 20,000 ",,KC,-,,,,0
1728,,PERALATAN PANTRY,PISAU,,1,"5,000"," Rp 5,000 ",,KC,KURANG BAIK,,,,0
1729,,PERALATAN PANTRY,PAPAN POTONG / TALENAN,,1,"8,000"," Rp 8,000 ",,KC,BAIK,,,,0
1730,,PERALATAN PANTRY,BASKOM BESAR,,,, Rp - ,,KC,BAIK,,,,0
1731,,PERALATAN PANTRY,BASKOM KECIL,,,, Rp - ,,KC,BAIK,,,,0
1732,,PERALATAN PANTRY,RAK PIRING,,1,"20,000"," Rp 20,000 ",,KC,BAIK,,,,0
1733,,PERALATAN PANTRY,GALON,AQUA,3,"10,000"," Rp 30,000 ",,KC,BAIK,,,,0
1734,,PERALATAN PANTRY,SARINGAN,,,, Rp - ,,KC,BAIK,,,,0
1735,,PERALATAN PANTRY,TEKO AIR,,,, Rp - ,,KC,-,,,,0
1736,,PERALATAN PANTRY,NAMPAN,,,, Rp - ,,KC,-,,,,0
1737,,PERALATAN PANTRY,EMBER,,1,"20,000"," Rp 20,000 ",,KC,BAIK,,,,0
1738,,PERALATAN PANTRY,JOLANG,,1,"25,000"," Rp 25,000 ",,KC,BAIK,,,,0
1739,,RTK,TEMPAT SAMPAH,,2,"30,000"," Rp 60,000 ",,KC,BAIK,,,,0
1740,,RTK,BANTAL,,2,"20,000"," Rp 40,000 ",,KC,BAIK,,,,0
1741,,RTK,GULING,,1,"25,000"," Rp 25,000 ",,KC,BAIK,,,,0
1742,,RTK,SELIMUT,,1,"30,000"," Rp 30,000 ",,KC,BAIK,,,,0
1743,,RTK,EMBER,,2,"20,000"," Rp 40,000 ",,KC,BAIK,,,,0
1744,,RTK,GAYUNG,,2,"10,000"," Rp 20,000 ",,KC,RUSAK,,,,0
1745,,RTK,SIKAT TOILET,,2,"10,000"," Rp 20,000 ",,KC,BAIK,,,,0
1746,,RTK,SIKAT BAJU,,,, Rp - ,,KC,-,,,,0
1747,,RTK,SARUNG BANTAL ,,1,"15,000"," Rp 15,000 ",,KC,BAIK,,,,0
1748,,RTK,SARUNG GULING,,1,"15,000"," Rp 15,000 ",,KC,BAIK,,,,0
1749,,RTK,GORDEN,,1,"30,000"," Rp 30,000 ",,KC,BAIK,,,,0
1750,,RTK,LAP KANEBO,,1,"10,000"," Rp 10,000 ",,KC,,,,,0
1751,,RTK,SAPU,,1,"20,000"," Rp 20,000 ",,KC,,,,,0
1752,,RTK,PEL,,1,"30,000"," Rp 30,000 ",,KC,,,,,0
1753,,RTK,PENGKI/SEROKAN SAMPAH,,1,"15,000"," Rp 15,000 ",,KC,,,,,0
1754,,RTK,SAPU LIDI,,,, Rp - ,,KC,-,,,,0
1755,,RTK,GANTUNGAN BAJU TEMPEL,,,, Rp - ,,KC, BAIK,,,,0
1756,,RTK,GEMBOK BESAR,AMERICAN SECURE 50MM,2,"280,000"," Rp 560,000 ",,KC, BAIK,,,,0
1757,,RTK,GEMBOK KECIL,TOP SECURITY 55MM,6,"35,000"," Rp 210,000 ",,KC, KURANG BAIK(1 GEMBOK RUSAK),,,,0
1758,,RTK,GEMBOK ANGKA,,1,"20,000"," Rp 20,000 ",,KC, BAIK,,,,0
